ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
4211,35,8,43,95819,2,1.67,2,0,0,0,0,0
4217,60,35,173,90059,3,3.1,3,0,0,0,1,0
1804,58,32,59,94542,1,1.6,1,0,0,0,1,0
1706,48,24,79,90245,4,1.4,2,0,1,0,0,1
4197,49,25,13,95814,1,0.9,3,0,0,0,1,0
1340,52,25,180,94545,2,9.0,2,297,0,0,1,0
3512,37,11,89,94609,1,1.5,3,0,0,0,1,0
3646,42,17,79,92103,1,3.7,3,0,1,0,0,1
2271,26,2,51,92103,4,2.6,1,0,0,0,1,0
2402,42,17,63,95814,2,2.2,3,0,0,0,1,0
4369,31,7,25,93943,2,1.0,2,0,1,1,1,1
3084,40,16,78,90720,4,2.4,1,0,1,1,1,0
3765,63,37,15,94720,2,0.4,1,0,0,0,0,0
2391,33,9,41,95814,3,2.0,1,108,0,0,1,0
2245,57,31,53,92806,1,0.8,2,120,0,0,0,0
4757,30,4,78,92677,4,2.2,2,236,1,0,0,0
102,61,36,30,94608,3,1.3,2,0,0,0,0,0
4936,59,33,81,94022,2,1.4,1,0,0,0,1,0
2772,41,16,115,92333,1,7.0,1,0,0,0,0,0
2209,64,40,92,91109,2,0.0,3,185,1,0,1,0
4800,44,20,33,94306,4,0.3,1,142,0,0,0,1
2692,61,36,119,95064,2,5.4,2,0,0,0,1,0
4322,27,0,34,92717,1,2.0,2,112,0,0,0,1
2148,27,3,20,92007,4,1.0,1,0,0,0,0,0
3801,64,38,35,93955,1,0.5,3,0,0,0,1,0
1894,49,24,13,94608,1,0.4,3,101,1,0,0,0
2164,33,3,69,92161,4,1.8,3,0,0,0,1,0
4514,43,19,114,92325,1,1.7,1,0,0,0,1,0
1839,31,7,99,94720,1,4.0,1,0,0,0,1,0
1520,63,38,22,92115,3,0.1,3,90,0,0,1,0
1710,58,34,88,93555,2,1.6,1,0,0,0,1,1
1132,57,27,90,91709,2,4.5,3,0,0,0,1,0
3215,61,37,33,91775,3,0.1,3,0,0,0,1,0
3200,33,9,20,95521,4,0.7,2,0,0,0,1,0
1617,48,23,84,94402,4,3.1,2,0,1,1,1,0
3730,43,17,82,94040,3,0.1,1,0,0,0,1,0
4434,62,38,44,92612,1,1.9,2,0,0,0,0,1
541,25,-1,109,94010,4,2.3,3,314,0,0,1,0
3941,41,17,53,93727,2,2.5,1,102,0,0,1,0
47,39,14,43,95014,3,0.7,2,153,0,0,1,0
4316,51,26,62,90024,4,1.8,3,119,0,0,1,0
3673,38,13,65,91320,3,0.5,3,0,0,0,1,0
743,32,6,81,92626,1,2.5,1,0,0,0,1,0
1229,56,30,45,92870,1,0.2,1,98,0,0,0,0
1444,36,12,25,95051,4,1.0,1,0,0,0,1,0
4586,35,11,180,94010,1,3.6,3,571,0,1,1,1
3501,51,26,90,94110,1,2.8,2,0,0,0,1,1
4381,37,13,64,94105,1,1.5,3,0,0,0,1,0
2636,40,14,33,95616,2,0.8,3,89,0,0,1,0
4658,41,16,9,90089,2,0.3,2,0,0,0,0,1
2256,33,9,79,94612,1,0.1,1,0,0,0,1,0
1708,61,37,31,92374,3,0.4,2,0,0,0,0,1
4771,35,5,93,90095,4,1.8,3,0,0,0,0,1
1414,48,24,12,90058,3,0.4,1,0,0,0,0,0
2191,27,3,110,96150,2,0.2,1,294,1,0,0,1
1395,52,27,33,90095,2,0.7,2,0,0,0,0,1
579,46,19,49,92124,3,2.5,2,0,0,0,1,1
237,43,18,89,93407,3,0.5,3,0,0,0,1,1
1202,35,8,38,95060,4,1.0,2,0,0,0,1,0
389,54,30,100,95814,4,3.4,3,0,0,0,0,0
2301,66,41,70,93711,3,2.2,1,0,0,0,0,0
1611,38,14,103,94305,1,0.8,2,0,0,0,0,1
1580,29,5,122,94305,4,3.0,1,0,0,0,0,1
1591,49,23,58,95819,4,2.6,1,188,0,0,0,0
4987,32,6,78,95825,1,2.9,3,0,0,0,0,0
434,52,28,31,91330,4,0.2,1,141,0,0,1,1
1822,32,7,54,96008,4,1.3,1,0,1,0,1,0
687,24,-1,38,92612,4,0.6,2,0,0,0,1,0
